repository_url,commit_sha,draw_rank,reviewer,eligibility_verdict,verdict,field,initial_value,proposed_value,evidence,reason
https://github.com/jobinjoy12/Speech-Emotion-Recognition-using-CREMA-D-dataset,10f7e5102b86904ea3b3bb40708238988834ccd0,6,p0_6_alt_search,agree,agree,,,,"https://github.com/jobinjoy12/Speech-Emotion-Recognition-using-CREMA-D-dataset/blob/10f7e5102b86904ea3b3bb40708238988834ccd0/emotion%20speech%20recognition%20code%20(2).ipynb#L1 (cells xyJe_5Q1-xcV, xQYo6vSXbkTy, BBnu4lqxboil, HLTsAspAbqR1, gHy_VEo2btF3)",Eligibility and all 38 survey fields agree: every CREMA-D utterance is noise-perturbed before an unseeded random holdout; StandardScaler is train-only; one fixed MLP fit is followed by one prediction and one accuracy output.
https://github.com/Aakash200/speech-emotion-recognition-ravdess-data,7033167b79af57e92c8a9a9b34920ce8ce9235a7,7,p0_6_alt_search,agree,agree,,,,https://github.com/Aakash200/speech-emotion-recognition-ravdess-data/tree/7033167b79af57e92c8a9a9b34920ce8ce9235a7,"Eligibility exclusion agrees: E3_no_relevant_code. Mechanical frozen-tree inventory finds 1,440 .wav files and no source, notebook, or README/evaluation implementation."
https://github.com/ShaheenPerveen/Speech_Emotion_Recognition_IEMOCAP,1f2a835abbf1fbce138b7c26e7e2eb74b35b8147,8,p0_6_alt_search,agree,disagree,reported_results,representative normalized-MFCC path reports best internal CV score=0.66499 (gradient boosting); multiple holdout reports are retained in notebook outputs,"representative normalized-MFCC gradient-boosting path: 2-fold internal-CV best_score=0.66499; holdout n=947 weighted precision=0.71, recall=0.70, F1=0.69",https://github.com/ShaheenPerveen/Speech_Emotion_Recognition_IEMOCAP/blob/1f2a835abbf1fbce138b7c26e7e2eb74b35b8147/Model_Codes/ML_DL_Models_Using_MFCC/ML_with_MFCC_Normalized.ipynb#L1 (cells 35-38),Cells 35-38 identify the selected gradient-boosting path and give a concrete holdout classification report; the original value left those available holdout metrics unspecified.
https://github.com/sss3799/audio_emotion_recognition,d83a682e7b0abe95fa983ce0323bb71010cd2af5,9,p0_6_alt_search,agree,disagree,reported_results,RAVDESS holdout accuracy=60.7433%,RAVDESS holdout n=9122: accuracy=60.7433%; macro precision/recall/F1=0.63/0.65/0.64; weighted precision/recall/F1=0.61/0.61/0.61,https://github.com/sss3799/audio_emotion_recognition/blob/d83a682e7b0abe95fa983ce0323bb71010cd2af5/hsl621_emotion_recognition.ipynb#L1 (cells 45-50),Cell 50 reports macro and weighted classification metrics in addition to the exact accuracy from cell 46; the protocol requires available metric types to be recorded without collapsing them.
https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset,516bc2802eddc65dc382c7d51cd0384410c3e056,10,p0_6_alt_search,agree,disagree,evidence_strength,high,medium,https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset/blob/516bc2802eddc65dc382c7d51cd0384410c3e056/cnn-final-ee708-project.ipynb#L1 (cells 5-6) | https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset/blob/516bc2802eddc65dc382c7d51cd0384410c3e056/Evaluation_Test_Data.ipynb#L1 (cells 6-10) | https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset/blob/516bc2802eddc65dc382c7d51cd0384410c3e056/Description.txt#L1-L18,"Actor-disjoint dataset organization and evaluation outputs are clear, but the exact evaluated checkpoint provenance requires inference from an external Kaggle input."
https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset,516bc2802eddc65dc382c7d51cd0384410c3e056,10,p0_6_alt_search,agree,disagree,notes,P0.5 draw_rank=10; the final test is speaker-disjoint even though the inner validation split is not grouped. Static inspection only; candidate torchaudio code was not run. || draw_rank=10; initial_batch=p0_5_audit_root.csv,P0.5 draw_rank=10; the final test is speaker-disjoint even though the inner validation split is not grouped. Static inspection only; candidate torchaudio code was not run. The reported test output loads an external Kaggle checkpoint whose exact frozen-training provenance is unavailable. || draw_rank=10; initial_batch=p0_5_audit_root.csv,https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset/blob/516bc2802eddc65dc382c7d51cd0384410c3e056/cnn-final-ee708-project.ipynb#L1 (cells 5-6) | https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset/blob/516bc2802eddc65dc382c7d51cd0384410c3e056/Evaluation_Test_Data.ipynb#L1 (cells 6-10) (Evaluation_Test_Data cells 6-10),The checkpoint provenance limitation materially qualifies reproducibility and should be preserved in notes. Consolidation preserves the deterministic assembly-provenance suffix.
https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset,516bc2802eddc65dc382c7d51cd0384410c3e056,10,p0_6_alt_search,agree,disagree,reported_results,held-out actors 20-24: accuracy=62.33% on 300 utterances,held-out actors 20-24 (n=300): accuracy=62.33%; weighted precision=61.18%; weighted recall=62.33%; weighted F1=61.11%,https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset/blob/516bc2802eddc65dc382c7d51cd0384410c3e056/cnn-final-ee708-project.ipynb#L1 (cells 5-6) | https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset/blob/516bc2802eddc65dc382c7d51cd0384410c3e056/Evaluation_Test_Data.ipynb#L1 (cells 6-10) (Evaluation_Test_Data cells 8-10),"The stored evaluation prints precision, recall, and F1 alongside accuracy; these available main metrics should be retained."
https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset,516bc2802eddc65dc382c7d51cd0384410c3e056,10,p0_6_alt_search,agree,disagree,result_code_link,direct,uncertain,https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset/blob/516bc2802eddc65dc382c7d51cd0384410c3e056/cnn-final-ee708-project.ipynb#L1 (cells 5-6) | https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset/blob/516bc2802eddc65dc382c7d51cd0384410c3e056/Evaluation_Test_Data.ipynb#L1 (cells 6-10) (training cell 6 saves best_emotion_model.pth; evaluation cells 6-7 load /kaggle/input/model-emotion/best_emotion_model.pth),"The numeric result uses a checkpoint from an external Kaggle input path. The frozen repository has no file at that exact path/name, so the evaluated weights cannot be uniquely tied to the frozen training run."
https://github.com/revatipimparkar/Facial-Emotion-Recognition-in-Humans,9056c8458889a1e810700b74d8c87700bab15c36,11,p0_6_alt_search,agree,agree,,,,https://github.com/revatipimparkar/Facial-Emotion-Recognition-in-Humans/blob/9056c8458889a1e810700b74d8c87700bab15c36/README.md#L1-L4 | https://github.com/revatipimparkar/Facial-Emotion-Recognition-in-Humans/blob/9056c8458889a1e810700b74d8c87700bab15c36/Final_Emotion_recognition_cnn.ipynb#L1,"Eligibility exclusion agrees: E1_not_SER. README and notebook implement facial/image emotion recognition from CREMA-D video frames, not speech emotion recognition."
https://github.com/shreyash-alt/Emotion_Recognition_RAVDESS,36743de708023c2ae1a5aa7b538e79b79c3337cd,12,p0_8_voiceprint,agree,agree,,,,"Frozen HEAD verified; README.md:L9-L22,L81-L89; emotionravdess2.ipynb:L348-L390,L537-L594,L1103-L1216; classification_report.txt:L1-L14; https://github.com/shreyash-alt/Emotion_Recognition_RAVDESS/blob/36743de708023c2ae1a5aa7b538e79b79c3337cd/emotionravdess2.ipynb#L537-L594; https://github.com/shreyash-alt/Emotion_Recognition_RAVDESS/blob/36743de708023c2ae1a5aa7b538e79b79c3337cd/emotionravdess2.ipynb#L1103-L1216",Independent frozen-commit reread found the Stage-B eligibility decision and all 38 audit fields consistent with the protocol.
https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset,dd366fbcde5a8248195a47b7c0efd974f25f74c2,13,p0_8_voiceprint,agree,disagree,notes,"README says raw preprocessing will be uploaded. sklearn.utils.shuffle at train.py:L36 occurs before numpy/torch seeds are set at L141-L148, so the single split is not reproducible from the stated seed. Only the full-model path is directly visible; ablation result linkage is partial. || draw_rank=13; initial_batch=p0_5_audit_batch_12_20.csv","README says raw preprocessing will be uploaded. sklearn.utils.shuffle at train.py:L36 occurs before numpy/torch seeds are set at L141-L148, so the single split is not reproducible from the stated seed. Only the full-model path is directly visible; ablation result linkage is partial. Additionally, the fixed slice endpoints create one exact dev/test record overlap; that record participates in dev-loss checkpoint selection, motivating observed_overlap and yes_explicit. || draw_rank=13; initial_batch=p0_5_audit_batch_12_20.csv","au_mfcc.pkl read-only static inventory: 1,440 unique RAVDESS keys; train.py:L36,L130-L148,L224-L252; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L130-L148; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L224-L252",The material overlap and its downstream selection consequence should remain visible in the row-level audit note. Consolidation preserves the deterministic assembly-provenance suffix.
https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset,dd366fbcde5a8248195a47b7c0efd974f25f74c2,13,p0_8_voiceprint,agree,disagree,speaker_disjointness,not_enforced,observed_overlap,"Read-only static string inventory of au_mfcc.pkl found 1,440 unique RAVDESS keys; train.py:L130-L139 places the identical source row at index 1259 in both dev and final test; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L130-L139","An identical utterance in two evaluation subsets necessarily carries the same speaker, satisfying the protocol's observed-overlap threshold rather than merely lack of enforcement."
https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset,dd366fbcde5a8248195a47b7c0efd974f25f74c2,13,p0_8_voiceprint,agree,disagree,split_by_dataset,RAVDESS=random_utterance_shuffle_then_fixed_train/dev/test_slices,RAVDESS=random_utterance_shuffle_then_fixed_slices_with_one_dev/test_record_overlap,"Read-only static string inventory of au_mfcc.pkl found 1,440 unique RAVDESS keys; train.py:L130-L139 gives test indices 1259..1438, retained-data indices 0..1259, and dev indices 1020..1259, so index 1259 is shared; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L130-L139",The initial detail omits a deterministic one-record dev/test overlap created by the slice endpoints.
https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset,dd366fbcde5a8248195a47b7c0efd974f25f74c2,13,p0_8_voiceprint,agree,disagree,split_evidence,train.py:L17-L41 shuffles feature rows without actor grouping; L119-L139 takes fixed slices after that shuffle [https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L119-L139],"train.py:L17-L41 shuffles feature rows without actor grouping. A read-only static inventory finds 1,440 unique keys in au_mfcc.pkl; at train.py:L130-L139, test indices 1259..1438 and dev indices 1020..1259 share row 1259 [https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L119-L139]","Read-only static string inventory of au_mfcc.pkl found 1,440 unique RAVDESS keys; train.py:L17-L41,L119-L139 closes shuffle and slice membership; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L119-L139",The original evidence establishes random row slicing but fails to record the directly reconstructible overlap.
https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset,dd366fbcde5a8248195a47b7c0efd974f25f74c2,13,p0_8_voiceprint,agree,disagree,test_selection,no_separate_validation,yes_explicit,"Read-only static string inventory of au_mfcc.pkl found 1,440 unique RAVDESS keys; train.py:L130-L139 places row 1259 in both dev and final test; train.py:L224-L249 uses dev loss for checkpointing and early stopping, then L251-L252 reports final test; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L130-L139; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L224-L252","One final-test record contributes to every dev-loss calculation that drives checkpoint and stopping decisions, so the final test is not fully separate."
https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset,dd366fbcde5a8248195a47b7c0efd974f25f74c2,13,p0_8_voiceprint,agree,disagree,test_selection_by_dataset,RAVDESS=no_separate_validation_dev_selects_checkpoint_test_runs_afterward,RAVDESS=yes_explicit_one_final_test_record_overlaps_dev_and_drives_checkpoint_selection,"Read-only static string inventory of au_mfcc.pkl found 1,440 unique RAVDESS keys; train.py:L130-L139 places row 1259 in both dev and final test; train.py:L224-L249 selects on dev loss; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L130-L139; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L224-L249",The dataset-level mapping must reflect the exact dev/test overlap that changes the parent category.
https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset,dd366fbcde5a8248195a47b7c0efd974f25f74c2,13,p0_8_voiceprint,agree,disagree,test_selection_evidence,train.py:L224-L249 selects/saves on dev loss and L251-L252 invokes test only afterward [https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L224-L252],"A read-only static inventory finds 1,440 unique keys in au_mfcc.pkl. train.py:L130-L139 makes test indices 1259..1438 and dev indices 1020..1259, sharing row 1259; L224-L249 uses dev loss for checkpointing/early stopping and L251-L252 evaluates final test [https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L130-L139; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L224-L252]","Read-only static string inventory of au_mfcc.pkl found 1,440 unique RAVDESS keys; train.py:L130-L139 reconstructs the shared row and L224-L252 closes its checkpoint/test use; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L130-L139; https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset/blob/dd366fbcde5a8248195a47b7c0efd974f25f74c2/train.py#L224-L252",The original evidence considers call order but not set membership; set reconstruction overturns the separation claim.
https://github.com/AnkushMalaker/pretrained-dcnn-attention-ser,6d5e27b6cb17d92c9d61c2c023faf518f651bcef,14,p0_8_voiceprint,agree,agree,,,,"Frozen HEAD verified; README.md:L9-L14,L27-L37,L62-L65; utils.py:L20-L88; train.py:L33-L39; SpeechModel.py and inference/test paths reviewed; https://github.com/AnkushMalaker/pretrained-dcnn-attention-ser/blob/6d5e27b6cb17d92c9d61c2c023faf518f651bcef/utils.py#L20-L88; https://github.com/AnkushMalaker/pretrained-dcnn-attention-ser/blob/6d5e27b6cb17d92c9d61c2c023faf518f651bcef/train.py#L33-L39",Independent frozen-commit reread found the Stage-B eligibility decision and all 38 audit fields consistent with the protocol.
https://github.com/dori2063/SER_Augmentation_CycleGAN,86648637f4fd5dcb564ff2c579fd7cbbe7816f0d,15,p0_8_voiceprint,agree,agree,,,,"Frozen HEAD verified; README.md:L1-L4; run.py:L38-L41,L89-L225; model/mainmodel.py:L329-L364; model/utils.py and full frozen tree reviewed; https://github.com/dori2063/SER_Augmentation_CycleGAN/blob/86648637f4fd5dcb564ff2c579fd7cbbe7816f0d/run.py#L38-L41; https://github.com/dori2063/SER_Augmentation_CycleGAN/blob/86648637f4fd5dcb564ff2c579fd7cbbe7816f0d/run.py#L89-L225",Independent frozen-commit reread found the Stage-B eligibility decision and all 38 audit fields consistent with the protocol.
https://github.com/sanskardherange/codeAlpha_EmotionRecognition,9b8d1fc934a62c0b1b155ab2feb9d113d85a70f3,16,p0_8_voiceprint,agree,agree,,,,"Frozen HEAD verified; README.md:L14-L20,L51-L58; extract_features.py:L12-L35; train_model.py:L8-L31; committed data tree and features.csv counts checked read-only; https://github.com/sanskardherange/codeAlpha_EmotionRecognition/blob/9b8d1fc934a62c0b1b155ab2feb9d113d85a70f3/extract_features.py#L12-L35; https://github.com/sanskardherange/codeAlpha_EmotionRecognition/blob/9b8d1fc934a62c0b1b155ab2feb9d113d85a70f3/train_model.py#L8-L31",Independent frozen-commit reread found the Stage-B eligibility decision and all 38 audit fields consistent with the protocol.
