speaker,draw,path,sentence,acted_label,voice_vote_row_id,voice_plurality,tie,num_responses,fractional_plurality_match,intended_label_vote_share,voice_agreement
1001,0,1001_ITS_SAD_XX.wav,ITS,S,100067,N,False,10,0,0.1,0.5
1001,0,1001_IWL_ANG_XX.wav,IWL,A,100050,A,False,9,1.0,0.7777777777777778,0.7777777777777778
1001,0,1001_IWL_DIS_XX.wav,IWL,D,100052,N,False,9,0,0.1111111111111111,0.6666666666666666
1001,0,1001_IWL_FEA_XX.wav,IWL,F,100051,A,False,8,0,0.125,0.5
1001,0,1001_IWL_HAP_XX.wav,IWL,H,100048,N,False,10,0,0.1,0.5
1001,0,1001_IWL_NEU_XX.wav,IWL,N,100047,N,False,10,1.0,0.8,0.8
1001,0,1001_IWL_SAD_XX.wav,IWL,S,100049,N,False,10,0,0.0,0.7
1001,0,1001_IWW_ANG_XX.wav,IWW,A,100032,D,False,7,0,0.14285714285714285,0.5714285714285714
1001,0,1001_IWW_DIS_XX.wav,IWW,D,100034,N,False,10,0,0.3,0.5
1001,0,1001_IWW_FEA_XX.wav,IWW,F,100033,A,False,8,0,0.25,0.5
1001,0,1001_IWW_HAP_XX.wav,IWW,H,100030,N,False,7,0,0.0,0.42857142857142855
1001,0,1001_IWW_NEU_XX.wav,IWW,N,100029,N,False,10,1.0,0.8,0.8
1001,0,1001_IWW_SAD_XX.wav,IWW,S,100031,F:N,True,9,0,0.1111111111111111,0.4444444444444444
1001,0,1001_MTI_ANG_XX.wav,MTI,A,100044,N,False,9,0,0.0,0.7777777777777778
1001,0,1001_MTI_DIS_XX.wav,MTI,D,100046,N,False,9,0,0.3333333333333333,0.4444444444444444
1001,0,1001_MTI_FEA_XX.wav,MTI,F,100045,N,False,8,0,0.125,0.5
1001,0,1001_MTI_HAP_XX.wav,MTI,H,100042,H:N,True,10,0.5,0.4,0.4
1001,0,1001_MTI_NEU_XX.wav,MTI,N,100041,N,False,9,1.0,0.8888888888888888,0.8888888888888888
1001,0,1001_MTI_SAD_XX.wav,MTI,S,100043,N,False,9,0,0.0,0.8888888888888888
1001,0,1001_TAI_ANG_XX.wav,TAI,A,100038,D:N,True,8,0,0.125,0.375
1001,0,1001_TAI_DIS_XX.wav,TAI,D,100040,N,False,8,0,0.25,0.375
1001,0,1001_TAI_FEA_XX.wav,TAI,F,100039,A,False,9,0,0.2222222222222222,0.4444444444444444
1001,0,1001_TAI_HAP_XX.wav,TAI,H,100036,N,False,8,0,0.125,0.875
1001,0,1001_TAI_NEU_XX.wav,TAI,N,100035,N,False,9,1.0,0.8888888888888888,0.8888888888888888
1001,0,1001_TAI_SAD_XX.wav,TAI,S,100037,N,False,7,0,0.0,0.8571428571428571
1001,0,1001_TIE_ANG_XX.wav,TIE,A,100020,A,False,11,1.0,0.45454545454545453,0.45454545454545453
1001,0,1001_TIE_DIS_XX.wav,TIE,D,100022,D,False,9,1.0,0.4444444444444444,0.4444444444444444
1001,0,1001_TIE_FEA_XX.wav,TIE,F,100021,A,False,11,0,0.09090909090909091,0.6363636363636364
1001,0,1001_TIE_HAP_XX.wav,TIE,H,100018,N,False,7,0,0.14285714285714285,0.42857142857142855
1001,0,1001_TIE_NEU_XX.wav,TIE,N,100017,N,False,10,1.0,1.0,1.0
1001,0,1001_TIE_SAD_XX.wav,TIE,S,100019,N,False,10,0,0.0,0.8
1001,0,1001_TSI_ANG_XX.wav,TSI,A,100074,D,False,9,0,0.2222222222222222,0.4444444444444444
1001,0,1001_TSI_DIS_XX.wav,TSI,D,100076,N,False,9,0,0.0,0.4444444444444444
1001,0,1001_TSI_FEA_XX.wav,TSI,F,100075,F,False,8,1.0,0.875,0.875
1001,0,1001_TSI_HAP_XX.wav,TSI,H,100072,F,False,9,0,0.0,0.5555555555555556
1001,0,1001_TSI_NEU_XX.wav,TSI,N,100071,N,False,10,1.0,1.0,1.0
1001,0,1001_TSI_SAD_XX.wav,TSI,S,100073,N,False,8,0,0.0,0.5
1001,0,1001_WSI_ANG_XX.wav,WSI,A,100080,A,False,10,1.0,0.7,0.7
1001,0,1001_WSI_DIS_XX.wav,WSI,D,100082,N,False,9,0,0.2222222222222222,0.5555555555555556
1001,0,1001_WSI_FEA_XX.wav,WSI,F,100081,A,False,9,0,0.0,0.7777777777777778
1001,0,1001_WSI_HAP_XX.wav,WSI,H,100078,A,False,9,0,0.1111111111111111,0.4444444444444444
1001,0,1001_WSI_NEU_XX.wav,WSI,N,100077,N,False,8,1.0,0.875,0.875
1001,0,1001_WSI_SAD_XX.wav,WSI,S,100079,N,False,9,0,0.0,0.6666666666666666
1001,1,1001_DFA_ANG_XX.wav,DFA,A,100062,A,False,9,1.0,0.6666666666666666,0.6666666666666666
1001,1,1001_DFA_DIS_XX.wav,DFA,D,100064,D,False,9,1.0,0.4444444444444444,0.4444444444444444
1001,1,1001_DFA_FEA_XX.wav,DFA,F,100063,F,False,9,1.0,0.5555555555555556,0.5555555555555556
1001,1,1001_DFA_HAP_XX.wav,DFA,H,100060,N,False,8,0,0.0,0.5
1001,1,1001_DFA_NEU_XX.wav,DFA,N,100059,N,False,9,1.0,0.5555555555555556,0.5555555555555556
1001,1,1001_DFA_SAD_XX.wav,DFA,S,100061,N,False,9,0,0.1111111111111111,0.5555555555555556
1001,1,1001_IEO_ANG_MD.wav,IEO,A,100009,A:D,True,12,0.5,0.4166666666666667,0.4166666666666667
1001,1,1001_IEO_DIS_MD.wav,IEO,D,100015,N,False,11,0,0.09090909090909091,0.7272727272727273
1001,1,1001_IEO_FEA_MD.wav,IEO,F,100012,F,False,11,1.0,0.45454545454545453,0.45454545454545453
1001,1,1001_IEO_HAP_MD.wav,IEO,H,100003,N,False,11,0,0.36363636363636365,0.6363636363636364
1001,1,1001_IEO_NEU_XX.wav,IEO,N,100001,N,False,11,1.0,0.9090909090909091,0.9090909090909091
1001,1,1001_IEO_SAD_MD.wav,IEO,S,100006,N,False,10,0,0.0,0.8
1001,1,1001_IOM_ANG_XX.wav,IOM,A,100026,N,False,10,0,0.1,0.7
1001,1,1001_IOM_DIS_XX.wav,IOM,D,100028,N,False,10,0,0.1,0.6
1001,1,1001_IOM_FEA_XX.wav,IOM,F,100027,A,False,11,0,0.0,0.45454545454545453
1001,1,1001_IOM_HAP_XX.wav,IOM,H,100024,N,False,11,0,0.36363636363636365,0.5454545454545454
1001,1,1001_IOM_NEU_XX.wav,IOM,N,100023,N,False,11,1.0,0.5454545454545454,0.5454545454545454
1001,1,1001_IOM_SAD_XX.wav,IOM,S,100025,N,False,11,0,0.0,0.7272727272727273
1001,1,1001_ITH_ANG_XX.wav,ITH,A,100056,A:D:N,True,10,0.3333333333333333,0.3,0.3
1001,1,1001_ITH_DIS_XX.wav,ITH,D,100058,N,False,11,0,0.18181818181818182,0.45454545454545453
1001,1,1001_ITH_FEA_XX.wav,ITH,F,100057,F,False,9,1.0,1.0,1.0
1001,1,1001_ITH_HAP_XX.wav,ITH,H,100054,F:N,True,8,0,0.125,0.375
1001,1,1001_ITH_NEU_XX.wav,ITH,N,100053,N,False,10,1.0,0.8,0.8
1001,1,1001_ITH_SAD_XX.wav,ITH,S,100055,N,False,10,0,0.1,0.5
1001,1,1001_ITS_ANG_XX.wav,ITS,A,100068,D,False,10,0,0.1,0.6
1001,1,1001_ITS_DIS_XX.wav,ITS,D,100070,N,False,9,0,0.3333333333333333,0.5555555555555556
1001,1,1001_ITS_FEA_XX.wav,ITS,F,100069,F:H,True,9,0.5,0.3333333333333333,0.3333333333333333
1001,1,1001_ITS_HAP_XX.wav,ITS,H,100066,H,False,10,1.0,0.6,0.6
1001,1,1001_ITS_NEU_XX.wav,ITS,N,100065,N,False,9,1.0,1.0,1.0
1001,1,1001_ITS_SAD_XX.wav,ITS,S,100067,N,False,10,0,0.1,0.5
1001,1,1001_IWL_ANG_XX.wav,IWL,A,100050,A,False,9,1.0,0.7777777777777778,0.7777777777777778
1001,1,1001_IWL_DIS_XX.wav,IWL,D,100052,N,False,9,0,0.1111111111111111,0.6666666666666666
1001,1,1001_IWL_FEA_XX.wav,IWL,F,100051,A,False,8,0,0.125,0.5
1001,1,1001_IWL_HAP_XX.wav,IWL,H,100048,N,False,10,0,0.1,0.5
1001,1,1001_IWL_NEU_XX.wav,IWL,N,100047,N,False,10,1.0,0.8,0.8
1001,1,1001_IWL_SAD_XX.wav,IWL,S,100049,N,False,10,0,0.0,0.7
1001,1,1001_IWW_ANG_XX.wav,IWW,A,100032,D,False,7,0,0.14285714285714285,0.5714285714285714
1001,1,1001_IWW_DIS_XX.wav,IWW,D,100034,N,False,10,0,0.3,0.5
1001,1,1001_IWW_FEA_XX.wav,IWW,F,100033,A,False,8,0,0.25,0.5
1001,1,1001_IWW_HAP_XX.wav,IWW,H,100030,N,False,7,0,0.0,0.42857142857142855
1001,1,1001_IWW_NEU_XX.wav,IWW,N,100029,N,False,10,1.0,0.8,0.8
1001,1,1001_IWW_SAD_XX.wav,IWW,S,100031,F:N,True,9,0,0.1111111111111111,0.4444444444444444
1001,1,1001_MTI_ANG_XX.wav,MTI,A,100044,N,False,9,0,0.0,0.7777777777777778
1001,1,1001_MTI_DIS_XX.wav,MTI,D,100046,N,False,9,0,0.3333333333333333,0.4444444444444444
1001,1,1001_MTI_FEA_XX.wav,MTI,F,100045,N,False,8,0,0.125,0.5
1001,1,1001_MTI_HAP_XX.wav,MTI,H,100042,H:N,True,10,0.5,0.4,0.4
1001,1,1001_MTI_NEU_XX.wav,MTI,N,100041,N,False,9,1.0,0.8888888888888888,0.8888888888888888
1001,1,1001_MTI_SAD_XX.wav,MTI,S,100043,N,False,9,0,0.0,0.8888888888888888
1001,1,1001_TAI_ANG_XX.wav,TAI,A,100038,D:N,True,8,0,0.125,0.375
1001,1,1001_TAI_DIS_XX.wav,TAI,D,100040,N,False,8,0,0.25,0.375
1001,1,1001_TAI_FEA_XX.wav,TAI,F,100039,A,False,9,0,0.2222222222222222,0.4444444444444444
1001,1,1001_TAI_HAP_XX.wav,TAI,H,100036,N,False,8,0,0.125,0.875
1001,1,1001_TAI_NEU_XX.wav,TAI,N,100035,N,False,9,1.0,0.8888888888888888,0.8888888888888888
1001,1,1001_TAI_SAD_XX.wav,TAI,S,100037,N,False,7,0,0.0,0.8571428571428571
1001,1,1001_TIE_ANG_XX.wav,TIE,A,100020,A,False,11,1.0,0.45454545454545453,0.45454545454545453
1001,1,1001_TIE_DIS_XX.wav,TIE,D,100022,D,False,9,1.0,0.4444444444444444,0.4444444444444444
1001,1,1001_TIE_FEA_XX.wav,TIE,F,100021,A,False,11,0,0.09090909090909091,0.6363636363636364
1001,1,1001_TIE_HAP_XX.wav,TIE,H,100018,N,False,7,0,0.14285714285714285,0.42857142857142855
1001,1,1001_TIE_NEU_XX.wav,TIE,N,100017,N,False,10,1.0,1.0,1.0
1001,1,1001_TIE_SAD_XX.wav,TIE,S,100019,N,False,10,0,0.0,0.8
1001,1,1001_TSI_ANG_XX.wav,TSI,A,100074,D,False,9,0,0.2222222222222222,0.4444444444444444
1001,1,1001_TSI_DIS_XX.wav,TSI,D,100076,N,False,9,0,0.0,0.4444444444444444
1001,1,1001_TSI_FEA_XX.wav,TSI,F,100075,F,False,8,1.0,0.875,0.875
1001,1,1001_TSI_HAP_XX.wav,TSI,H,100072,F,False,9,0,0.0,0.5555555555555556
1001,1,1001_TSI_NEU_XX.wav,TSI,N,100071,N,False,10,1.0,1.0,1.0
1001,1,1001_TSI_SAD_XX.wav,TSI,S,100073,N,False,8,0,0.0,0.5
1001,1,1001_WSI_ANG_XX.wav,WSI,A,100080,A,False,10,1.0,0.7,0.7
1001,1,1001_WSI_DIS_XX.wav,WSI,D,100082,N,False,9,0,0.2222222222222222,0.5555555555555556
1001,1,1001_WSI_FEA_XX.wav,WSI,F,100081,A,False,9,0,0.0,0.7777777777777778
1001,1,1001_WSI_HAP_XX.wav,WSI,H,100078,A,False,9,0,0.1111111111111111,0.4444444444444444
1001,1,1001_WSI_NEU_XX.wav,WSI,N,100077,N,False,8,1.0,0.875,0.875
1001,1,1001_WSI_SAD_XX.wav,WSI,S,100079,N,False,9,0,0.0,0.6666666666666666
1001,2,1001_DFA_ANG_XX.wav,DFA,A,100062,A,False,9,1.0,0.6666666666666666,0.6666666666666666
1001,2,1001_DFA_DIS_XX.wav,DFA,D,100064,D,False,9,1.0,0.4444444444444444,0.4444444444444444
1001,2,1001_DFA_FEA_XX.wav,DFA,F,100063,F,False,9,1.0,0.5555555555555556,0.5555555555555556
1001,2,1001_DFA_HAP_XX.wav,DFA,H,100060,N,False,8,0,0.0,0.5
1001,2,1001_DFA_NEU_XX.wav,DFA,N,100059,N,False,9,1.0,0.5555555555555556,0.5555555555555556
1001,2,1001_DFA_SAD_XX.wav,DFA,S,100061,N,False,9,0,0.1111111111111111,0.5555555555555556
1001,2,1001_IEO_ANG_MD.wav,IEO,A,100009,A:D,True,12,0.5,0.4166666666666667,0.4166666666666667
1001,2,1001_IEO_DIS_MD.wav,IEO,D,100015,N,False,11,0,0.09090909090909091,0.7272727272727273
1001,2,1001_IEO_FEA_MD.wav,IEO,F,100012,F,False,11,1.0,0.45454545454545453,0.45454545454545453
1001,2,1001_IEO_HAP_MD.wav,IEO,H,100003,N,False,11,0,0.36363636363636365,0.6363636363636364
1001,2,1001_IEO_NEU_XX.wav,IEO,N,100001,N,False,11,1.0,0.9090909090909091,0.9090909090909091
1001,2,1001_IEO_SAD_MD.wav,IEO,S,100006,N,False,10,0,0.0,0.8
1001,2,1001_IOM_ANG_XX.wav,IOM,A,100026,N,False,10,0,0.1,0.7
1001,2,1001_IOM_DIS_XX.wav,IOM,D,100028,N,False,10,0,0.1,0.6
1001,2,1001_IOM_FEA_XX.wav,IOM,F,100027,A,False,11,0,0.0,0.45454545454545453
1001,2,1001_IOM_HAP_XX.wav,IOM,H,100024,N,False,11,0,0.36363636363636365,0.5454545454545454
1001,2,1001_IOM_NEU_XX.wav,IOM,N,100023,N,False,11,1.0,0.5454545454545454,0.5454545454545454
1001,2,1001_IOM_SAD_XX.wav,IOM,S,100025,N,False,11,0,0.0,0.7272727272727273
1001,2,1001_ITH_ANG_XX.wav,ITH,A,100056,A:D:N,True,10,0.3333333333333333,0.3,0.3
1001,2,1001_ITH_DIS_XX.wav,ITH,D,100058,N,False,11,0,0.18181818181818182,0.45454545454545453
1001,2,1001_ITH_FEA_XX.wav,ITH,F,100057,F,False,9,1.0,1.0,1.0
1001,2,1001_ITH_HAP_XX.wav,ITH,H,100054,F:N,True,8,0,0.125,0.375
1001,2,1001_ITH_NEU_XX.wav,ITH,N,100053,N,False,10,1.0,0.8,0.8
1001,2,1001_ITH_SAD_XX.wav,ITH,S,100055,N,False,10,0,0.1,0.5
1001,2,1001_ITS_ANG_XX.wav,ITS,A,100068,D,False,10,0,0.1,0.6
1001,2,1001_ITS_DIS_XX.wav,ITS,D,100070,N,False,9,0,0.3333333333333333,0.5555555555555556
1001,2,1001_ITS_FEA_XX.wav,ITS,F,100069,F:H,True,9,0.5,0.3333333333333333,0.3333333333333333
1001,2,1001_ITS_HAP_XX.wav,ITS,H,100066,H,False,10,1.0,0.6,0.6
1001,2,1001_ITS_NEU_XX.wav,ITS,N,100065,N,False,9,1.0,1.0,1.0
1001,2,1001_ITS_SAD_XX.wav,ITS,S,100067,N,False,10,0,0.1,0.5
1001,2,1001_IWL_ANG_XX.wav,IWL,A,100050,A,False,9,1.0,0.7777777777777778,0.7777777777777778
1001,2,1001_IWL_DIS_XX.wav,IWL,D,100052,N,False,9,0,0.1111111111111111,0.6666666666666666
1001,2,1001_IWL_FEA_XX.wav,IWL,F,100051,A,False,8,0,0.125,0.5
1001,2,1001_IWL_HAP_XX.wav,IWL,H,100048,N,False,10,0,0.1,0.5
1001,2,1001_IWL_NEU_XX.wav,IWL,N,100047,N,False,10,1.0,0.8,0.8
1001,2,1001_IWL_SAD_XX.wav,IWL,S,100049,N,False,10,0,0.0,0.7
1001,2,1001_IWW_ANG_XX.wav,IWW,A,100032,D,False,7,0,0.14285714285714285,0.5714285714285714
1001,2,1001_IWW_DIS_XX.wav,IWW,D,100034,N,False,10,0,0.3,0.5
1001,2,1001_IWW_FEA_XX.wav,IWW,F,100033,A,False,8,0,0.25,0.5
1001,2,1001_IWW_HAP_XX.wav,IWW,H,100030,N,False,7,0,0.0,0.42857142857142855
1001,2,1001_IWW_NEU_XX.wav,IWW,N,100029,N,False,10,1.0,0.8,0.8
1001,2,1001_IWW_SAD_XX.wav,IWW,S,100031,F:N,True,9,0,0.1111111111111111,0.4444444444444444
1001,2,1001_MTI_ANG_XX.wav,MTI,A,100044,N,False,9,0,0.0,0.7777777777777778
1001,2,1001_MTI_DIS_XX.wav,MTI,D,100046,N,False,9,0,0.3333333333333333,0.4444444444444444
1001,2,1001_MTI_FEA_XX.wav,MTI,F,100045,N,False,8,0,0.125,0.5
1001,2,1001_MTI_HAP_XX.wav,MTI,H,100042,H:N,True,10,0.5,0.4,0.4
1001,2,1001_MTI_NEU_XX.wav,MTI,N,100041,N,False,9,1.0,0.8888888888888888,0.8888888888888888
1001,2,1001_MTI_SAD_XX.wav,MTI,S,100043,N,False,9,0,0.0,0.8888888888888888
1001,2,1001_TAI_ANG_XX.wav,TAI,A,100038,D:N,True,8,0,0.125,0.375
1001,2,1001_TAI_DIS_XX.wav,TAI,D,100040,N,False,8,0,0.25,0.375
1001,2,1001_TAI_FEA_XX.wav,TAI,F,100039,A,False,9,0,0.2222222222222222,0.4444444444444444
1001,2,1001_TAI_HAP_XX.wav,TAI,H,100036,N,False,8,0,0.125,0.875
1001,2,1001_TAI_NEU_XX.wav,TAI,N,100035,N,False,9,1.0,0.8888888888888888,0.8888888888888888
1001,2,1001_TAI_SAD_XX.wav,TAI,S,100037,N,False,7,0,0.0,0.8571428571428571
1001,2,1001_TIE_ANG_XX.wav,TIE,A,100020,A,False,11,1.0,0.45454545454545453,0.45454545454545453
1001,2,1001_TIE_DIS_XX.wav,TIE,D,100022,D,False,9,1.0,0.4444444444444444,0.4444444444444444
1001,2,1001_TIE_FEA_XX.wav,TIE,F,100021,A,False,11,0,0.09090909090909091,0.6363636363636364
1001,2,1001_TIE_HAP_XX.wav,TIE,H,100018,N,False,7,0,0.14285714285714285,0.42857142857142855
1001,2,1001_TIE_NEU_XX.wav,TIE,N,100017,N,False,10,1.0,1.0,1.0
1001,2,1001_TIE_SAD_XX.wav,TIE,S,100019,N,False,10,0,0.0,0.8
1001,2,1001_TSI_ANG_XX.wav,TSI,A,100074,D,False,9,0,0.2222222222222222,0.4444444444444444
1001,2,1001_TSI_DIS_XX.wav,TSI,D,100076,N,False,9,0,0.0,0.4444444444444444
1001,2,1001_TSI_FEA_XX.wav,TSI,F,100075,F,False,8,1.0,0.875,0.875
1001,2,1001_TSI_HAP_XX.wav,TSI,H,100072,F,False,9,0,0.0,0.5555555555555556
1001,2,1001_TSI_NEU_XX.wav,TSI,N,100071,N,False,10,1.0,1.0,1.0
1001,2,1001_TSI_SAD_XX.wav,TSI,S,100073,N,False,8,0,0.0,0.5
1001,2,1001_WSI_ANG_XX.wav,WSI,A,100080,A,False,10,1.0,0.7,0.7
1001,2,1001_WSI_DIS_XX.wav,WSI,D,100082,N,False,9,0,0.2222222222222222,0.5555555555555556
1001,2,1001_WSI_FEA_XX.wav,WSI,F,100081,A,False,9,0,0.0,0.7777777777777778
1001,2,1001_WSI_HAP_XX.wav,WSI,H,100078,A,False,9,0,0.1111111111111111,0.4444444444444444
1001,2,1001_WSI_NEU_XX.wav,WSI,N,100077,N,False,8,1.0,0.875,0.875
1001,2,1001_WSI_SAD_XX.wav,WSI,S,100079,N,False,9,0,0.0,0.6666666666666666
1003,0,1003_DFA_ANG_XX.wav,DFA,A,100225,A,False,8,1.0,0.875,0.875
1003,0,1003_DFA_DIS_XX.wav,DFA,D,100227,N,False,10,0,0.1,0.6
1003,0,1003_DFA_FEA_XX.wav,DFA,F,100226,F:N:S,True,9,0.3333333333333333,0.3333333333333333,0.3333333333333333
1003,0,1003_DFA_HAP_XX.wav,DFA,H,100223,H:S,True,8,0.5,0.375,0.375
1003,0,1003_DFA_NEU_XX.wav,DFA,N,100222,N,False,9,1.0,0.5555555555555556,0.5555555555555556
1003,0,1003_DFA_SAD_XX.wav,DFA,S,100224,N:S,True,9,0.5,0.4444444444444444,0.4444444444444444
1003,0,1003_IEO_ANG_MD.wav,IEO,A,100172,A,False,10,1.0,0.9,0.9
1003,0,1003_IEO_DIS_MD.wav,IEO,D,100178,N,False,11,0,0.18181818181818182,0.45454545454545453
1003,0,1003_IEO_FEA_MD.wav,IEO,F,100175,N,False,9,0,0.0,0.6666666666666666
1003,0,1003_IEO_HAP_MD.wav,IEO,H,100166,N,False,10,0,0.4,0.6
1003,0,1003_IEO_NEU_XX.wav,IEO,N,100164,N,False,10,1.0,1.0,1.0
1003,0,1003_IEO_SAD_MD.wav,IEO,S,100169,N,False,9,0,0.2222222222222222,0.6666666666666666
1003,0,1003_IOM_ANG_XX.wav,IOM,A,100189,A,False,8,1.0,0.875,0.875
1003,0,1003_IOM_DIS_XX.wav,IOM,D,100191,D,False,10,1.0,0.7,0.7
1003,0,1003_IOM_FEA_XX.wav,IOM,F,100190,S,False,8,0,0.25,0.5
1003,0,1003_IOM_HAP_XX.wav,IOM,H,100187,H,False,10,1.0,0.5,0.5
1003,0,1003_IOM_NEU_XX.wav,IOM,N,100186,N,False,10,1.0,0.5,0.5
1003,0,1003_IOM_SAD_XX.wav,IOM,S,100188,S,False,9,1.0,0.5555555555555556,0.5555555555555556
1003,0,1003_ITH_ANG_XX.wav,ITH,A,100219,A,False,8,1.0,0.5,0.5
1003,0,1003_ITH_DIS_XX.wav,ITH,D,100221,N:S,True,10,0,0.0,0.4
1003,0,1003_ITH_FEA_XX.wav,ITH,F,100220,S,False,10,0,0.2,0.6
1003,0,1003_ITH_HAP_XX.wav,ITH,H,100217,N,False,9,0,0.0,0.4444444444444444
1003,0,1003_ITH_NEU_XX.wav,ITH,N,100216,N,False,10,1.0,0.6,0.6
1003,0,1003_ITH_SAD_XX.wav,ITH,S,100218,N,False,10,0,0.2,0.6
1003,0,1003_ITS_ANG_XX.wav,ITS,A,100231,A,False,9,1.0,0.5555555555555556,0.5555555555555556
1003,0,1003_ITS_DIS_XX.wav,ITS,D,100233,F,False,9,0,0.0,0.6666666666666666
1003,0,1003_ITS_FEA_XX.wav,ITS,F,100232,S,False,10,0,0.4,0.5
1003,0,1003_ITS_HAP_XX.wav,ITS,H,100229,H,False,10,1.0,0.6,0.6
1003,0,1003_ITS_NEU_XX.wav,ITS,N,100228,N,False,10,1.0,0.7,0.7
1003,0,1003_ITS_SAD_XX.wav,ITS,S,100230,S,False,9,1.0,0.5555555555555556,0.5555555555555556
1003,0,1003_IWL_ANG_XX.wav,IWL,A,100213,A,False,10,1.0,0.9,0.9
1003,0,1003_IWL_DIS_XX.wav,IWL,D,100215,N,False,9,0,0.2222222222222222,0.6666666666666666
1003,0,1003_IWL_FEA_XX.wav,IWL,F,100214,F:N:S,True,9,0.3333333333333333,0.3333333333333333,0.3333333333333333
1003,0,1003_IWL_HAP_XX.wav,IWL,H,100211,N,False,8,0,0.0,0.5
1003,0,1003_IWL_NEU_XX.wav,IWL,N,100210,N,False,10,1.0,0.8,0.8
1003,0,1003_IWL_SAD_XX.wav,IWL,S,100212,N,False,9,0,0.2222222222222222,0.4444444444444444
1003,0,1003_IWW_ANG_XX.wav,IWW,A,100195,A,False,9,1.0,0.8888888888888888,0.8888888888888888
1003,0,1003_IWW_DIS_XX.wav,IWW,D,100197,F,False,10,0,0.1,0.6
1003,0,1003_IWW_FEA_XX.wav,IWW,F,100196,F,False,10,1.0,0.9,0.9
1003,0,1003_IWW_HAP_XX.wav,IWW,H,100193,H,False,10,1.0,0.9,0.9
1003,0,1003_IWW_NEU_XX.wav,IWW,N,100192,N,False,8,1.0,0.625,0.625
1003,0,1003_IWW_SAD_XX.wav,IWW,S,100194,F,False,10,0,0.3,0.4
1003,0,1003_MTI_ANG_XX.wav,MTI,A,100207,A,False,10,1.0,0.5,0.5
1003,0,1003_MTI_DIS_XX.wav,MTI,D,100209,S,False,7,0,0.0,0.42857142857142855
1003,0,1003_MTI_FEA_XX.wav,MTI,F,100208,N,False,9,0,0.2222222222222222,0.4444444444444444
1003,0,1003_MTI_HAP_XX.wav,MTI,H,100205,N,False,10,0,0.2,0.6
